city,city_ibge_code,date,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,place_type,latitude,longitude
Abaíra,2900108.0,2020-05-12,False,4,45.77183,2020-05-12,0.0,0,0,0,city,-13.2488,-41.6619
Acajutiba,2900306.0,2020-05-12,False,1,6.59674,2020-05-12,0.0,0,0,0,city,-11.6575,-38.0197
Adustina,2900355.0,2020-05-12,False,1,5.86854,2020-05-12,1.0,1,0,0,city,-10.5437,-38.1113
Água Fria,2900405.0,2020-05-12,False,1,5.89275,2020-05-12,1.0,1,0,0,city,-11.8618,-38.7639
Aiquara,2900603.0,2020-05-12,False,3,67.47638,2020-05-12,0.0,0,0,0,city,-14.1269,-39.8937
Alagoinhas,2900702.0,2020-05-12,False,11,7.25613,2020-05-12,0.0,0,2,0,city,-12.1335,-38.4208
Almadina,2900900.0,2020-05-12,False,1,18.30161,2020-05-12,0.0,0,0,0,city,-14.7089,-39.6415
Amargosa,2901007.0,2020-05-12,False,2,5.37043,2020-05-12,0.0,0,1,0,city,-13.0215,-39.602
Amélia Rodrigues,2901106.0,2020-05-12,False,4,15.93499,2020-05-12,0.0,0,0,0,city,-12.3914,-38.7563
Anguera,2901502.0,2020-05-12,False,1,8.91186,2020-05-12,0.0,0,0,0,city,-12.1462,-39.2462
Aracatu,2902005.0,2020-05-12,False,2,15.22649,2020-05-12,0.0,0,0,0,city,-14.427999999999999,-41.4648
Araci,2902104.0,2020-05-12,False,1,1.83895,2020-05-12,1.0,1,0,0,city,-11.3253,-38.9584
Arataca,2902252.0,2020-05-12,False,2,18.15047,2020-05-12,0.0,0,0,0,city,-15.2651,-39.419000000000004
Aurelino Leal,2902401.0,2020-05-12,False,1,8.67227,2020-05-12,0.0,0,0,0,city,-14.321,-39.329
Barra,2902708.0,2020-05-12,False,2,3.73288,2020-05-12,0.0,0,0,0,city,-11.0859,-43.1459
Barra do Choça,2902906.0,2020-05-12,False,4,12.65703,2020-05-12,0.0,0,0,0,city,-14.8654,-40.5791
Barra do Rocha,2903102.0,2020-05-12,False,3,52.50263,2020-05-12,0.0,0,0,0,city,-14.2,-39.5991
Barreiras,2903201.0,2020-05-12,False,2,1.28668,2020-05-12,0.0,0,0,0,city,-12.1439,-44.9968
Barrocas,2903276.0,2020-05-12,False,2,12.51721,2020-05-12,0.0,0,0,0,city,-11.5272,-39.0776
Barro Preto,2903300.0,2020-05-12,False,3,53.65766,2020-05-12,0.0,0,0,0,city,-14.7948,-39.476
Belmonte,2903409.0,2020-05-12,False,2,8.57339,2020-05-12,0.5,1,0,0,city,-15.8608,-38.8758
Boa Vista do Tupim,2903805.0,2020-05-12,False,1,5.38329,2020-05-12,0.0,0,0,0,city,-12.6498,-40.6064
Bom Jesus da Lapa,2903904.0,2020-05-12,False,0,,2020-05-12,0.0,0,0,0,city,-13.2506,-43.4108
Brumado,2904605.0,2020-05-12,False,8,11.90565,2020-05-12,0.0,0,0,0,city,-14.2021,-41.6696
Buerarema,2904704.0,2020-05-12,False,20,108.99777,2020-05-12,0.15,3,0,0,city,-14.9595,-39.3028
Cachoeira,2904902.0,2020-05-12,False,3,8.96325,2020-05-12,0.0,0,0,0,city,-12.5994,-38.9587
Caetanos,2905156.0,2020-05-12,False,2,13.75327,2020-05-12,0.0,0,0,0,city,-14.3347,-40.9175
Cairu,2905404.0,2020-05-12,False,1,5.50176,2020-05-12,0.0,0,1,0,city,-13.4904,-39.0465
Caldeirão Grande,2905503.0,2020-05-12,False,2,15.00713,2020-05-12,0.0,0,0,0,city,-11.0208,-40.2956
Camacan,2905602.0,2020-05-12,False,12,37.51407,2020-05-12,0.0,0,5,0,city,-15.4142,-39.4919
Camaçari,2905701.0,2020-05-12,False,68,22.73244,2020-05-12,0.0441,3,0,0,city,-12.6996,-38.3263
Camamu,2905800.0,2020-05-12,False,2,5.66316,2020-05-12,0.0,0,0,0,city,-13.9398,-39.1071
Campo Alegre de Lourdes,2905909.0,2020-05-12,False,4,13.88985,2020-05-12,0.0,0,0,0,city,-9.522210000000001,-43.0126
Campo Formoso,2906006.0,2020-05-12,False,1,1.40438,2020-05-12,0.0,0,0,0,city,-10.5105,-40.32
Canarana,2906204.0,2020-05-12,False,2,7.64059,2020-05-12,0.0,0,0,0,city,-11.6858,-41.7677
Canavieiras,2906303.0,2020-05-12,False,17,54.66414,2020-05-12,0.0,0,0,0,city,-15.6722,-38.9536
Candeias,2906501.0,2020-05-12,False,33,37.89793,2020-05-12,0.0,0,6,0,city,-12.6716,-38.5472
Cansanção,2906808.0,2020-05-12,False,1,2.87076,2020-05-12,0.0,0,0,0,city,-10.6647,-39.4944
Capela do Alto Alegre,2906857.0,2020-05-12,False,1,8.59328,2020-05-12,0.0,0,0,0,city,-11.6658,-39.8349
Capim Grosso,2906873.0,2020-05-12,False,4,13.04546,2020-05-12,0.75,3,0,0,city,-11.3797,-40.0089
Castro Alves,2907301.0,2020-05-12,False,9,34.26744,2020-05-12,0.0,0,0,0,city,-12.7579,-39.4248
Catu,2907509.0,2020-05-12,False,6,10.96812,2020-05-12,0.1667,1,1,0,city,-12.3513,-38.3791
Coaraci,2908002.0,2020-05-12,False,20,117.69552,2020-05-12,0.05,1,0,0,city,-14.637,-39.5556
Conceição do Coité,2908408.0,2020-05-12,False,6,9.00739,2020-05-12,0.0,0,0,0,city,-11.56,-39.2808
Conceição do Jacuípe,2908507.0,2020-05-12,False,2,6.03264,2020-05-12,0.0,0,0,0,city,-12.3268,-38.7684
Conde,2908606.0,2020-05-12,False,1,3.87042,2020-05-12,0.0,0,0,0,city,-11.8179,-37.6131
Coração de Maria,2908903.0,2020-05-12,False,1,4.4238,2020-05-12,0.0,0,0,0,city,-12.2333,-38.7487
Cravolândia,2909505.0,2020-05-12,False,2,37.39017,2020-05-12,0.0,0,0,0,city,-13.3531,-39.8031
Cruz das Almas,2909802.0,2020-05-12,False,6,9.48782,2020-05-12,0.0,0,2,0,city,-12.6675,-39.1008
Curaçá,2909901.0,2020-05-12,False,12,34.58213,2020-05-12,0.0,0,0,0,city,-8.984580000000001,-39.8997
Dário Meira,2910008.0,2020-05-12,False,3,28.0112,2020-05-12,0.0,0,0,0,city,-14.4229,-39.9031
Dias d'Ávila,2910057.0,2020-05-12,False,11,13.56534,2020-05-12,0.0,0,0,0,city,-12.6187,-38.2926
Dom Basílio,2910107.0,2020-05-12,False,2,16.39479,2020-05-12,0.0,0,0,0,city,-13.7565,-41.7677
Encruzilhada,2910404.0,2020-05-12,False,1,5.88028,2020-05-12,0.0,0,1,0,city,-15.5302,-40.9124
Entre Rios,2910503.0,2020-05-12,False,1,2.39349,2020-05-12,0.0,0,1,0,city,-11.9392,-38.0871
Euclides da Cunha,2910701.0,2020-05-12,False,1,1.65057,2020-05-12,0.0,0,0,0,city,-10.5078,-39.0153
Eunápolis,2910727.0,2020-05-12,False,32,28.22367,2020-05-12,0.0,0,0,0,city,-16.3715,-39.5821
Feira de Santana,2910800.0,2020-05-12,False,129,20.97998,2020-05-12,0.0078,1,12,0,city,-12.2664,-38.9663
Floresta Azul,2911006.0,2020-05-12,False,2,18.81645,2020-05-12,0.0,0,0,0,city,-14.8629,-39.6579
Gandu,2911204.0,2020-05-12,False,3,9.2584,2020-05-12,0.3333,1,0,0,city,-13.7441,-39.4747
Gongogi,2911501.0,2020-05-12,False,5,70.1459,2020-05-12,0.4,2,0,0,city,-14.3195,-39.469
Governador Mangabeira,2911600.0,2020-05-12,False,1,4.82579,2020-05-12,0.0,0,0,0,city,-12.5994,-39.0412
Guanambi,2911709.0,2020-05-12,False,0,,2020-05-12,0.0,0,0,0,city,-14.2231,-42.7799
Guaratinga,2911808.0,2020-05-12,False,1,4.79777,2020-05-12,0.0,0,0,0,city,-16.5833,-39.7847
Ibicaraí,2912103.0,2020-05-12,False,4,18.44253,2020-05-12,0.0,0,1,0,city,-14.8579,-39.5914
Ibirapitanga,2912707.0,2020-05-12,False,1,4.27807,2020-05-12,0.0,0,0,0,city,-14.1649,-39.3787
Ibirataia,2912905.0,2020-05-12,False,8,52.2466,2020-05-12,0.125,1,1,0,city,-14.0643,-39.6459
Ibotirama,2913200.0,2020-05-12,False,1,3.71374,2020-05-12,0.0,0,0,0,city,-12.1779,-43.2167
Ilhéus,2913606.0,2020-05-12,False,327,201.44523,2020-05-12,0.0459,15,35,3,city,-14.793,-39.046
Ipiaú,2913903.0,2020-05-12,False,114,248.5122,2020-05-12,0.0175,2,2,0,city,-14.1226,-39.7353
Ipirá,2914000.0,2020-05-12,False,4,6.71197,2020-05-12,0.0,0,0,0,city,-12.1561,-39.7359
Irará,2914505.0,2020-05-12,False,1,3.44424,2020-05-12,0.0,0,0,0,city,-12.0504,-38.7631
Irecê,2914604.0,2020-05-12,False,3,4.11145,2020-05-12,0.0,0,0,0,city,-11.3033,-41.8535
Itabela,2914653.0,2020-05-12,False,1,3.26968,2020-05-12,0.0,0,0,0,city,-16.5732,-39.5593
Itaberaba,2914703.0,2020-05-12,False,2,3.1013,2020-05-12,0.0,0,0,0,city,-12.5242,-40.3059
Itabuna,2914802.0,2020-05-12,False,353,165.55437,2020-05-12,0.0227,8,25,1,city,-14.7876,-39.2781
Itacaré,2914901.0,2020-05-12,False,7,24.73848,2020-05-12,0.0,0,3,0,city,-14.2784,-38.9959
Itagi,2915106.0,2020-05-12,False,2,16.19302,2020-05-12,0.0,0,0,0,city,-14.1615,-40.0131
Itagibá,2915205.0,2020-05-12,False,11,75.45099,2020-05-12,0.0909,1,1,0,city,-14.2782,-39.8449
Itajuípe,2915502.0,2020-05-12,False,19,92.72363,2020-05-12,0.0,0,1,0,city,-14.6788,-39.3698
Itamaraju,2915601.0,2020-05-12,False,8,12.40579,2020-05-12,0.0,0,7,0,city,-17.0378,-39.5386
Itamari,2915700.0,2020-05-12,False,0,,2020-05-12,0.0,0,0,0,city,-13.7782,-39.683
Itaparica,2916104.0,2020-05-12,False,3,13.49649,2020-05-12,0.0,0,0,0,city,-12.8932,-38.68
Itapé,2916203.0,2020-05-12,False,2,22.82844,2020-05-12,0.5,1,0,0,city,-14.8876,-39.4239
Itapebi,2916302.0,2020-05-12,False,5,48.73769,2020-05-12,0.0,0,0,0,city,-15.9551,-39.5329
Itapetinga,2916401.0,2020-05-12,False,9,11.81924,2020-05-12,0.2222,2,0,0,city,-15.2475,-40.2482
Itapicuru,2916500.0,2020-05-12,False,2,5.62177,2020-05-12,0.0,0,0,0,city,-11.3088,-38.2262
Itapitanga,2916609.0,2020-05-12,False,1,9.6965,2020-05-12,0.0,0,0,0,city,-14.4139,-39.5657
Itarantim,2916807.0,2020-05-12,False,1,5.06406,2020-05-12,0.0,0,0,0,city,-15.6528,-40.065
Itatim,2916856.0,2020-05-12,False,4,27.61096,2020-05-12,0.0,0,0,0,city,-12.7099,-39.6952
Itororó,2917102.0,2020-05-12,False,4,19.62516,2020-05-12,0.0,0,0,0,city,-15.11,-40.0684
Ituberá,2917300.0,2020-05-12,False,2,6.99252,2020-05-12,0.0,0,0,0,city,-13.7249,-39.1481
Jacobina,2917508.0,2020-05-12,False,3,3.72587,2020-05-12,0.3333,1,0,0,city,-11.1812,-40.5117
Jaguaquara,2917607.0,2020-05-12,False,6,11.02475,2020-05-12,0.0,0,1,0,city,-13.5248,-39.964
Jaguarari,2917706.0,2020-05-12,False,2,5.9577,2020-05-12,0.0,0,0,0,city,-10.2569,-40.1999
Jequié,2918001.0,2020-05-12,False,103,66.04003,2020-05-12,0.0194,2,16,0,city,-13.8509,-40.0877
Jitaúna,2918308.0,2020-05-12,False,1,8.95576,2020-05-12,1.0,1,0,0,city,-14.0131,-39.8969
Juazeiro,2918407.0,2020-05-12,False,12,5.53743,2020-05-12,0.1667,2,2,0,city,-9.41622,-40.5033
Jussari,2918555.0,2020-05-12,False,1,17.14384,2020-05-12,0.0,0,0,0,city,-15.192,-39.491
Jussiape,2918605.0,2020-05-12,False,1,16.16554,2020-05-12,0.0,0,0,0,city,-13.5155,-41.5882
Lafaiete Coutinho,2918704.0,2020-05-12,False,1,26.85285,2020-05-12,0.0,0,1,0,city,-13.6541,-40.2119
Laje,2918803.0,2020-05-12,False,3,12.58389,2020-05-12,0.0,0,0,0,city,-13.1673,-39.4213
Lajedo do Tabocal,2919058.0,2020-05-12,False,6,70.07708,2020-05-12,0.0,0,1,0,city,-13.4663,-40.2204
Lauro de Freitas,2919207.0,2020-05-12,False,106,53.41665,2020-05-12,0.0377,4,0,0,city,-12.8978,-38.321
Licínio de Almeida,2919405.0,2020-05-12,False,1,8.07233,2020-05-12,0.0,0,0,0,city,-14.6842,-42.5095
Livramento de Nossa Senhora,2919504.0,2020-05-12,False,2,4.37331,2020-05-12,0.0,0,0,0,city,-13.6369,-41.8432
Luís Eduardo Magalhães,2919553.0,2020-05-12,False,4,4.57044,2020-05-12,0.0,0,1,0,city,-12.0956,-45.7866
Madre de Deus,2919926.0,2020-05-12,False,3,14.22273,2020-05-12,0.0,0,2,0,city,-12.7446,-38.6153
Manoel Vitorino,2920403.0,2020-05-12,False,2,15.10574,2020-05-12,0.0,0,1,0,city,-14.1476,-40.2399
Maracás,2920502.0,2020-05-12,False,2,9.59969,2020-05-12,0.0,0,0,0,city,-13.4355,-40.4323
Maragogipe,2920601.0,2020-05-12,False,6,13.42973,2020-05-12,0.0,0,0,0,city,-12.776,-38.9175
Maraú,2920700.0,2020-05-12,False,2,9.7229,2020-05-12,0.5,1,0,0,city,-14.1035,-39.0137
Mata de São João,2921005.0,2020-05-12,False,5,10.73353,2020-05-12,0.0,0,1,0,city,-12.5307,-38.3009
Medeiros Neto,2921104.0,2020-05-12,False,1,4.40762,2020-05-12,0.0,0,0,0,city,-17.3707,-40.2238
Mirante,2921450.0,2020-05-12,False,1,11.57273,2020-05-12,0.0,0,0,0,city,-14.2385,-40.7718
Morpará,2921609.0,2020-05-12,False,5,58.69233,2020-05-12,0.0,0,0,0,city,-11.5569,-43.2766
Mucugê,2921906.0,2020-05-12,False,4,44.14037,2020-05-12,0.0,0,0,0,city,-13.0053,-41.3703
Nazaré,2922508.0,2020-05-12,False,1,3.5057,2020-05-12,0.0,0,0,0,city,-13.0235,-39.0108
Nilo Peçanha,2922607.0,2020-05-12,False,2,14.28878,2020-05-12,0.5,1,0,0,city,-13.604000000000001,-39.1091
Nordestina,2922656.0,2020-05-12,False,2,15.23229,2020-05-12,0.0,0,0,0,city,-10.8192,-39.4297
Nova Soure,2922904.0,2020-05-12,False,3,11.13296,2020-05-12,0.0,0,1,0,city,-11.2329,-38.4871
Nova Viçosa,2923001.0,2020-05-12,False,1,2.30542,2020-05-12,0.0,0,0,0,city,-17.8926,-39.3743
Oliveira dos Brejinhos,2923209.0,2020-05-12,False,5,22.90951,2020-05-12,0.0,0,0,0,city,-12.3132,-42.8969
Ouriçangas,2923308.0,2020-05-12,False,1,11.67679,2020-05-12,0.0,0,1,0,city,-12.0175,-38.6166
Palmeiras,2923506.0,2020-05-12,False,1,11.0877,2020-05-12,0.0,0,0,0,city,-12.5059,-41.5809
Paramirim,2923605.0,2020-05-12,False,3,13.88439,2020-05-12,0.3333,1,0,0,city,-13.4388,-42.2395
Pau Brasil,2923902.0,2020-05-12,False,3,30.51572,2020-05-12,0.0,0,0,0,city,-15.4572,-39.6458
Paulo Afonso,2924009.0,2020-05-12,False,8,6.79221,2020-05-12,0.0,0,0,0,city,-9.3983,-38.2216
Pilão Arcado,2924405.0,2020-05-12,False,1,2.85323,2020-05-12,0.0,0,0,0,city,-10.0051,-42.4936
Piripá,2924702.0,2020-05-12,False,1,9.33968,2020-05-12,0.0,0,0,0,city,-14.9444,-41.7168
Pojuca,2925204.0,2020-05-12,False,5,12.65214,2020-05-12,0.0,0,1,0,city,-12.4303,-38.3374
Porto Seguro,2925303.0,2020-05-12,False,39,26.22977,2020-05-12,0.0256,1,11,0,city,-16.4435,-39.0643
Potiraguá,2925402.0,2020-05-12,False,1,13.84275,2020-05-12,0.0,0,0,0,city,-15.5943,-39.8638
Prado,2925501.0,2020-05-12,False,5,17.74686,2020-05-12,0.0,0,1,0,city,-17.3364,-39.2227
Presidente Dutra,2925600.0,2020-05-12,False,1,6.60415,2020-05-12,0.0,0,0,0,city,-11.2923,-41.9843
Presidente Tancredo Neves,2925758.0,2020-05-12,False,1,3.60763,2020-05-12,0.0,0,0,0,city,-13.4471,-39.4203
Quixabeira,2925931.0,2020-05-12,False,1,11.14579,2020-05-12,0.0,0,1,0,city,-11.4031,-40.12
Rafael Jambeiro,2925956.0,2020-05-12,False,5,22.10336,2020-05-12,0.0,0,1,0,city,-12.4053,-39.5007
Remanso,2926004.0,2020-05-12,False,4,9.75419,2020-05-12,0.0,0,3,0,city,-9.619439999999999,-42.0848
Retirolândia,2926103.0,2020-05-12,False,5,34.73187,2020-05-12,0.0,0,2,0,city,-11.4832,-39.4234
Ribeira do Pombal,2926608.0,2020-05-12,False,6,11.15097,2020-05-12,0.1667,1,1,0,city,-10.8373,-38.5382
Rio do Pires,2926905.0,2020-05-12,False,2,17.16002,2020-05-12,0.0,0,0,0,city,-13.1185,-42.2902
Rio Real,2927002.0,2020-05-12,False,2,4.91014,2020-05-12,0.0,0,0,0,city,-11.4814,-37.9332
Rodelas,2927101.0,2020-05-12,False,1,10.71696,2020-05-12,0.0,0,1,0,city,-8.85021,-38.78
Salvador,2927408.0,2020-05-12,False,4120,143.43671,2020-05-12,0.0352,145,229,7,city,-12.9718,-38.5011
Santa Bárbara,2927507.0,2020-05-12,False,6,28.85864,2020-05-12,0.0,0,0,0,city,-11.9515,-38.9681
Santa Cruz Cabrália,2927705.0,2020-05-12,False,15,53.99957,2020-05-12,0.0,0,0,0,city,-16.2825,-39.0295
Santaluz,2928000.0,2020-05-12,False,2,5.35504,2020-05-12,0.0,0,1,0,city,-11.2508,-39.375
Santa Luzia,2928059.0,2020-05-12,False,2,15.8768,2020-05-12,0.0,0,0,0,city,-15.4342,-39.3287
Santa Maria da Vitória,2928109.0,2020-05-12,False,1,2.50973,2020-05-12,0.0,0,0,0,city,-13.3859,-44.2011
Santanópolis,2928307.0,2020-05-12,False,2,22.36386,2020-05-12,0.0,0,1,0,city,-12.0311,-38.8694
Santa Teresinha,2928505.0,2020-05-12,False,3,28.83229,2020-05-12,0.0,0,0,0,city,-12.7697,-39.5215
Santo Amaro,2928604.0,2020-05-12,False,4,6.65901,2020-05-12,0.0,0,1,0,city,-12.5472,-38.7137
Santo Antônio de Jesus,2928703.0,2020-05-12,False,2,1.97021,2020-05-12,0.0,0,1,0,city,-12.9614,-39.2584
Santo Estêvão,2928802.0,2020-05-12,False,1,1.89215,2020-05-12,0.0,0,0,0,city,-12.427999999999999,-39.2505
São Domingos,2928950.0,2020-05-12,False,1,11.03996,2020-05-12,0.0,0,0,0,city,-11.4649,-39.5268
São Felipe,2929107.0,2020-05-12,False,2,9.49037,2020-05-12,0.0,0,0,0,city,-12.8394,-39.0893
São Francisco do Conde,2929206.0,2020-05-12,False,10,25.12437,2020-05-12,0.1,1,1,0,city,-12.6183,-38.6786
São Gonçalo dos Campos,2929305.0,2020-05-12,False,2,5.32623,2020-05-12,0.0,0,0,0,city,-12.4331,-38.9663
São José da Vitória,2929354.0,2020-05-12,False,2,35.35443,2020-05-12,0.0,0,0,0,city,-15.0787,-39.3437
São Sebastião do Passé,2929503.0,2020-05-12,False,8,18.05869,2020-05-12,0.125,1,0,0,city,-12.5123,-38.4905
Sátiro Dias,2929701.0,2020-05-12,False,2,11.57876,2020-05-12,0.0,0,0,0,city,-11.5929,-38.5938
Saubara,2929750.0,2020-05-12,False,1,8.30358,2020-05-12,0.0,0,0,0,city,-12.7387,-38.7625
Seabra,2929909.0,2020-05-12,False,1,2.26804,2020-05-12,0.0,0,0,0,city,-12.4169,-41.7722
Senhor do Bonfim,2930105.0,2020-05-12,False,1,1.26558,2020-05-12,0.0,0,1,0,city,-10.4594,-40.1865
Serra do Ramalho,2930154.0,2020-05-12,False,2,6.35486,2020-05-12,0.0,0,0,0,city,-13.5659,-43.5929
Serra Preta,2930402.0,2020-05-12,False,1,6.72133,2020-05-12,0.0,0,0,0,city,-12.155999999999999,-39.3305
Serrinha,2930501.0,2020-05-12,False,6,7.42014,2020-05-12,0.0,0,1,0,city,-11.6584,-39.01
Serrolândia,2930600.0,2020-05-12,False,0,,2020-05-12,0.0,0,0,0,city,-11.4085,-40.2983
Simões Filho,2930709.0,2020-05-12,False,33,24.55777,2020-05-12,0.0,0,-7,0,city,-12.7866,-38.4029
Taperoá,2931202.0,2020-05-12,False,8,37.96147,2020-05-12,0.0,0,0,0,city,-13.5321,-39.1009
Teixeira de Freitas,2931350.0,2020-05-12,False,25,15.57759,2020-05-12,0.0,0,1,0,city,-17.5399,-39.74
Tucano,2931905.0,2020-05-12,False,1,1.97289,2020-05-12,0.0,0,0,0,city,-10.9584,-38.7894
Ubaitaba,2932200.0,2020-05-12,False,2,10.49538,2020-05-12,0.5,1,0,0,city,-14.302999999999999,-39.3222
Ubatã,2932309.0,2020-05-12,False,7,25.89236,2020-05-12,0.0,0,0,0,city,-14.2063,-39.5207
Umburanas,2932457.0,2020-05-12,False,1,5.20237,2020-05-12,0.0,0,0,0,city,-10.7339,-41.3234
Una,2932507.0,2020-05-12,False,5,26.31302,2020-05-12,0.0,0,0,0,city,-15.2791,-39.0765
Uruçuca,2932705.0,2020-05-12,False,48,233.92953,2020-05-12,0.1042,5,5,0,city,-14.5963,-39.2851
Utinga,2932804.0,2020-05-12,False,1,5.21431,2020-05-12,1.0,1,0,0,city,-12.0783,-41.0954
Valença,2932903.0,2020-05-12,False,9,9.32044,2020-05-12,0.0,0,1,0,city,-13.3669,-39.073
Valente,2933000.0,2020-05-12,False,4,14.0484,2020-05-12,0.0,0,0,0,city,-11.4062,-39.457
Várzea Nova,2933158.0,2020-05-12,False,1,7.87588,2020-05-12,0.0,0,0,0,city,-11.2557,-40.9432
Vera Cruz,2933208.0,2020-05-12,False,6,13.8815,2020-05-12,0.1667,1,0,0,city,-12.9568,-38.6153
Vitória da Conquista,2933307.0,2020-05-12,False,49,14.47648,2020-05-12,0.0816,4,5,0,city,-14.8615,-40.8442
Bahia,29.0,2020-05-12,False,6204,41.71299,2020-05-12,0.0363,225,396,11,state,,
Abaíra,2900108.0,2020-05-11,False,4,45.77183,2020-05-11,0.0,0,0,0,city,-13.2488,-41.6619
Acajutiba,2900306.0,2020-05-11,False,1,6.59674,2020-05-11,0.0,0,0,0,city,-11.6575,-38.0197
Adustina,2900355.0,2020-05-11,False,1,5.86854,2020-05-11,1.0,1,0,0,city,-10.5437,-38.1113
Água Fria,2900405.0,2020-05-11,False,1,5.89275,2020-05-11,1.0,1,0,0,city,-11.8618,-38.7639
Aiquara,2900603.0,2020-05-11,False,3,67.47638,2020-05-11,0.0,0,0,0,city,-14.1269,-39.8937
Alagoinhas,2900702.0,2020-05-11,False,9,5.93683,2020-05-11,0.0,0,0,0,city,-12.1335,-38.4208
Almadina,2900900.0,2020-05-11,False,1,18.30161,2020-05-11,0.0,0,0,0,city,-14.7089,-39.6415
Amargosa,2901007.0,2020-05-11,False,1,2.68521,2020-05-11,0.0,0,0,0,city,-13.0215,-39.602
Amélia Rodrigues,2901106.0,2020-05-11,False,4,15.93499,2020-05-11,0.0,0,0,0,city,-12.3914,-38.7563
Anguera,2901502.0,2020-05-11,False,1,8.91186,2020-05-11,0.0,0,0,0,city,-12.1462,-39.2462
Aracatu,2902005.0,2020-05-11,False,2,15.22649,2020-05-11,0.0,0,0,0,city,-14.427999999999999,-41.4648
Araci,2902104.0,2020-05-11,False,1,1.83895,2020-05-11,1.0,1,0,0,city,-11.3253,-38.9584
Arataca,2902252.0,2020-05-11,False,2,18.15047,2020-05-11,0.0,0,0,0,city,-15.2651,-39.419000000000004
Aurelino Leal,2902401.0,2020-05-11,False,1,8.67227,2020-05-11,0.0,0,0,0,city,-14.321,-39.329
Barra,2902708.0,2020-05-11,False,2,3.73288,2020-05-11,0.0,0,0,0,city,-11.0859,-43.1459
Barra do Choça,2902906.0,2020-05-11,False,4,12.65703,2020-05-11,0.0,0,0,0,city,-14.8654,-40.5791
Barra do Rocha,2903102.0,2020-05-11,False,3,52.50263,2020-05-11,0.0,0,0,0,city,-14.2,-39.5991
Barreiras,2903201.0,2020-05-11,False,2,1.28668,2020-05-11,0.0,0,0,0,city,-12.1439,-44.9968
Barrocas,2903276.0,2020-05-11,False,2,12.51721,2020-05-11,0.0,0,0,0,city,-11.5272,-39.0776
Barro Preto,2903300.0,2020-05-11,False,3,53.65766,2020-05-11,0.0,0,0,0,city,-14.7948,-39.476
Belmonte,2903409.0,2020-05-11,False,2,8.57339,2020-05-11,0.5,1,0,0,city,-15.8608,-38.8758
Boa Vista do Tupim,2903805.0,2020-05-11,False,1,5.38329,2020-05-11,0.0,0,0,0,city,-12.6498,-40.6064
Bom Jesus da Lapa,2903904.0,2020-05-11,False,0,,2020-05-11,0.0,0,0,0,city,-13.2506,-43.4108
Brumado,2904605.0,2020-05-11,False,8,11.90565,2020-05-11,0.0,0,0,0,city,-14.2021,-41.6696
Buerarema,2904704.0,2020-05-11,False,20,108.99777,2020-05-11,0.15,3,0,0,city,-14.9595,-39.3028
Cachoeira,2904902.0,2020-05-11,False,3,8.96325,2020-05-11,0.0,0,0,0,city,-12.5994,-38.9587
Caetanos,2905156.0,2020-05-11,False,2,13.75327,2020-05-11,0.0,0,0,0,city,-14.3347,-40.9175
Caldeirão Grande,2905503.0,2020-05-11,False,2,15.00713,2020-05-11,0.0,0,0,0,city,-11.0208,-40.2956
Camacan,2905602.0,2020-05-11,False,7,21.88321,2020-05-11,0.0,0,0,0,city,-15.4142,-39.4919
Camaçari,2905701.0,2020-05-11,False,68,22.73244,2020-05-11,0.0441,3,0,0,city,-12.6996,-38.3263
Camamu,2905800.0,2020-05-11,False,2,5.66316,2020-05-11,0.0,0,0,0,city,-13.9398,-39.1071
Campo Alegre de Lourdes,2905909.0,2020-05-11,False,4,13.88985,2020-05-11,0.0,0,0,0,city,-9.522210000000001,-43.0126
Campo Formoso,2906006.0,2020-05-11,False,1,1.40438,2020-05-11,0.0,0,0,0,city,-10.5105,-40.32
Canarana,2906204.0,2020-05-11,False,2,7.64059,2020-05-11,0.0,0,0,0,city,-11.6858,-41.7677
Canavieiras,2906303.0,2020-05-11,False,17,54.66414,2020-05-11,0.0,0,0,0,city,-15.6722,-38.9536
Candeias,2906501.0,2020-05-11,False,27,31.0074,2020-05-11,0.0,0,2,0,city,-12.6716,-38.5472
Cansanção,2906808.0,2020-05-11,False,1,2.87076,2020-05-11,0.0,0,0,0,city,-10.6647,-39.4944
Capela do Alto Alegre,2906857.0,2020-05-11,False,1,8.59328,2020-05-11,0.0,0,0,0,city,-11.6658,-39.8349
Capim Grosso,2906873.0,2020-05-11,False,4,13.04546,2020-05-11,0.75,3,1,0,city,-11.3797,-40.0089
Castro Alves,2907301.0,2020-05-11,False,9,34.26744,2020-05-11,0.0,0,0,0,city,-12.7579,-39.4248
Catu,2907509.0,2020-05-11,False,5,9.1401,2020-05-11,0.2,1,0,0,city,-12.3513,-38.3791
Coaraci,2908002.0,2020-05-11,False,20,117.69552,2020-05-11,0.05,1,0,0,city,-14.637,-39.5556
Conceição do Coité,2908408.0,2020-05-11,False,6,9.00739,2020-05-11,0.0,0,0,0,city,-11.56,-39.2808
Conceição do Jacuípe,2908507.0,2020-05-11,False,2,6.03264,2020-05-11,0.0,0,0,0,city,-12.3268,-38.7684
Conde,2908606.0,2020-05-11,False,1,3.87042,2020-05-11,0.0,0,0,0,city,-11.8179,-37.6131
