city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,lat,lon
São Desidério,2928901.0,2020-07-01,27,33742.0,True,False,63,186.71092,2020-07-01,0.0,0,49,city,BA,3,0,-12.3572,-44.9769
São Domingos,2928950.0,2020-07-01,27,9058.0,True,False,6,66.23979,2020-07-01,0.0,0,99,city,BA,0,0,-11.4649,-39.5268
São Felipe,2929107.0,2020-07-01,27,21074.0,True,False,22,104.39404,2020-07-01,0.0,0,65,city,BA,0,0,-12.8394,-39.0893
São Francisco do Conde,2929206.0,2020-07-01,27,39802.0,True,False,236,592.93503,2020-07-01,0.0169,4,87,city,BA,9,0,-12.6183,-38.6786
São Félix,2929008.0,2020-07-01,27,14740.0,True,False,24,162.82225,2020-07-01,0.0,0,35,city,BA,2,0,-12.6104,-38.9727
São Félix do Coribe,2929057.0,2020-07-01,27,15391.0,True,False,2,12.99461,2020-07-01,0.0,0,5,city,BA,0,0,-13.4019,-44.1837
São Gabriel,2929255.0,2020-07-01,27,18793.0,True,False,4,21.28452,2020-07-01,0.0,0,27,city,BA,0,0,-11.2175,-41.8843
São Gonçalo dos Campos,2929305.0,2020-07-01,27,37550.0,True,False,128,340.87883,2020-07-01,0.0156,2,61,city,BA,18,0,-12.4331,-38.9663
São José da Vitória,2929354.0,2020-07-01,27,5657.0,True,False,64,1131.3417,2020-07-01,0.0156,1,70,city,BA,1,0,-15.0787,-39.3437
São José do Jacuípe,2929370.0,2020-07-01,27,10462.0,True,False,4,38.23361,2020-07-01,0.25,1,34,city,BA,0,0,-11.4137,-39.8669
São Miguel das Matas,2929404.0,2020-07-01,27,11675.0,True,False,3,25.69593,2020-07-01,0.0,0,23,city,BA,0,0,-13.0434,-39.4578
São Sebastião do Passé,2929503.0,2020-07-01,27,44300.0,True,False,198,446.9526,2020-07-01,0.0202,4,58,city,BA,19,0,-12.5123,-38.4905
Sítio do Quinto,2930766.0,2020-07-01,27,9986.0,True,False,28,280.39255,2020-07-01,0.0,0,29,city,BA,4,0,-10.3545,-38.2213
Tabocas do Brejo Velho,2930907.0,2020-07-01,27,12518.0,True,False,5,39.942479999999996,2020-07-01,0.0,0,42,city,BA,-2,0,-12.7026,-44.0075
Tanhaçu,2931004.0,2020-07-01,27,20403.0,True,False,0,,2020-07-01,0.0,0,34,city,BA,0,0,-14.0197,-41.2473
Tanque Novo,2931053.0,2020-07-01,27,17366.0,True,False,0,,2020-07-01,0.0,0,27,city,BA,0,0,-13.5485,-42.4934
Tanquinho,2931103.0,2020-07-01,27,7918.0,True,False,29,366.2541,2020-07-01,0.0345,1,34,city,BA,0,0,-11.968,-39.1033
Taperoá,2931202.0,2020-07-01,27,21074.0,True,False,46,218.27845,2020-07-01,0.0,0,78,city,BA,9,0,-13.5321,-39.1009
Tapiramutá,2931301.0,2020-07-01,27,17010.0,True,False,3,17.63668,2020-07-01,0.0,0,7,city,BA,0,0,-11.8475,-40.7927
Teixeira de Freitas,2931350.0,2020-07-01,27,160487.0,True,False,1315,819.38101,2020-07-01,0.0137,18,100,city,BA,43,2,-17.5399,-39.74
Teodoro Sampaio,2931400.0,2020-07-01,27,7425.0,True,False,15,202.0202,2020-07-01,0.0,0,22,city,BA,2,0,-12.295,-38.6347
Teofilândia,2931509.0,2020-07-01,27,22518.0,True,False,145,643.9293,2020-07-01,0.0,0,49,city,BA,1,0,-11.4827,-38.9913
Teolândia,2931608.0,2020-07-01,27,14943.0,True,False,56,374.75741,2020-07-01,0.0,0,27,city,BA,4,0,-13.5896,-39.484
Terra Nova,2931707.0,2020-07-01,27,13033.0,True,False,65,498.73398,2020-07-01,0.0154,1,37,city,BA,1,0,-12.3888,-38.6238
Tremedal,2931806.0,2020-07-01,27,16394.0,True,False,3,18.29938,2020-07-01,0.0,0,27,city,BA,0,0,-14.9736,-41.4142
Tucano,2931905.0,2020-07-01,27,50687.0,True,False,30,59.186769999999996,2020-07-01,0.0333,1,57,city,BA,3,0,-10.9584,-38.7894
Uauá,2932002.0,2020-07-01,27,24240.0,True,False,24,99.0099,2020-07-01,0.0,0,34,city,BA,3,0,-9.83325,-39.4794
Ubaitaba,2932200.0,2020-07-01,27,19056.0,True,False,93,488.03525999999994,2020-07-01,0.0215,2,67,city,BA,4,0,-14.302999999999999,-39.3222
Ubatã,2932309.0,2020-07-01,27,27035.0,True,False,91,336.6007,2020-07-01,0.022000000000000002,2,84,city,BA,0,0,-14.2063,-39.5207
Ubaíra,2932101.0,2020-07-01,27,19895.0,True,False,5,25.13194,2020-07-01,0.0,0,42,city,BA,0,0,-13.2714,-39.666
Uibaí,2932408.0,2020-07-01,27,13887.0,True,False,4,28.80392,2020-07-01,0.0,0,27,city,BA,0,0,-11.3394,-42.1354
Umburanas,2932457.0,2020-07-01,27,19222.0,True,False,83,431.7969,2020-07-01,0.0,0,54,city,BA,4,0,-10.7339,-41.3234
Una,2932507.0,2020-07-01,27,19002.0,True,False,32,168.40333,2020-07-01,0.0,0,79,city,BA,9,0,-15.2791,-39.0765
Urandi,2932606.0,2020-07-01,27,16658.0,True,False,125,750.3902,2020-07-01,0.016,2,45,city,BA,1,0,-14.7678,-42.6498
Uruçuca,2932705.0,2020-07-01,27,20519.0,True,False,281,1369.46245,2020-07-01,0.0498,14,89,city,BA,20,0,-14.5963,-39.2851
Utinga,2932804.0,2020-07-01,27,19178.0,True,False,6,31.28585,2020-07-01,0.1667,1,90,city,BA,3,0,-12.0783,-41.0954
Valente,2933000.0,2020-07-01,27,28473.0,True,False,217,762.12552,2020-07-01,0.0138,3,78,city,BA,40,0,-11.4062,-39.457
Valença,2932903.0,2020-07-01,27,96562.0,True,False,547,566.47543,2020-07-01,0.0293,16,76,city,BA,8,0,-13.3669,-39.073
Varzedo,2933174.0,2020-07-01,27,8838.0,True,False,4,45.25911,2020-07-01,0.5,2,41,city,BA,0,0,-12.9672,-39.3919
Vera Cruz,2933208.0,2020-07-01,27,43223.0,True,False,104,240.61264,2020-07-01,0.0288,3,82,city,BA,4,0,-12.9568,-38.6153
Vereda,2933257.0,2020-07-01,27,6205.0,True,False,30,483.48105999999996,2020-07-01,0.0333,1,49,city,BA,0,0,-17.2183,-40.0974
Vitória da Conquista,2933307.0,2020-07-01,27,338480.0,True,False,794,234.57811,2020-07-01,0.0202,16,92,city,BA,77,1,-14.8615,-40.8442
Várzea Nova,2933158.0,2020-07-01,27,12697.0,True,False,17,133.8899,2020-07-01,0.0,0,62,city,BA,2,0,-11.2557,-40.9432
Várzea da Roça,2933059.0,2020-07-01,27,14104.0,True,False,4,28.36075,2020-07-01,0.25,1,49,city,BA,0,0,-11.6005,-40.1328
Wagner,2933406.0,2020-07-01,27,9345.0,True,False,1,10.70091,2020-07-01,0.0,0,2,city,BA,0,0,-12.2819,-41.1715
Wanderley,2933455.0,2020-07-01,27,12238.0,True,False,1,8.17127,2020-07-01,0.0,0,30,city,BA,0,0,-12.1144,-43.8958
Wenceslau Guimarães,2933505.0,2020-07-01,27,21101.0,True,False,133,630.30188,2020-07-01,0.015,2,43,city,BA,10,0,-13.6908,-39.4762
Xique-Xique,2933604.0,2020-07-01,27,46483.0,True,False,38,81.75032,2020-07-01,0.0,0,41,city,BA,1,0,-10.823,-42.7245
Água Fria,2900405.0,2020-07-01,27,16970.0,True,False,31,182.67531,2020-07-01,0.0323,1,72,city,BA,0,0,-11.8618,-38.7639
Érico Cardoso,2900504.0,2020-07-01,27,10610.0,True,False,0,,2020-07-01,0.0,0,22,city,BA,0,0,-13.4215,-42.1352
,29.0,2020-07-02,27,14873064.0,True,False,79349,533.50809,2020-07-02,0.0245,1947,119,state,BA,2864,45,,
